,Propositions
3292,"red = 30 , green = 10 , purple = 40 , yellow = 30"
3293,"red = 30 , green = 10 , purple = 40 , yellow = 40"
3294,"red = 30 , green = 10 , purple = 40 , yellow = 50"
3295,"red = 30 , green = 10 , purple = 50 , yellow = 10"
3296,"red = 30 , green = 10 , purple = 50 , yellow = 20"
3297,"red = 30 , green = 10 , purple = 50 , yellow = 30"
3298,"red = 30 , green = 10 , purple = 50 , yellow = 40"
3299,"red = 30 , green = 10 , purple = 50 , yellow = 50"
3300,"red = 30 , green = 20 , purple = 10 , yellow = 10"
3301,"red = 30 , green = 20 , purple = 10 , yellow = 20"
3302,"red = 30 , green = 20 , purple = 10 , yellow = 30"
3303,"red = 30 , green = 20 , purple = 10 , yellow = 40"
3304,"red = 30 , green = 20 , purple = 10 , yellow = 50"
3305,"red = 30 , green = 20 , purple = 20 , yellow = 10"
3306,"red = 30 , green = 20 , purple = 20 , yellow = 20"
3307,"red = 30 , green = 20 , purple = 20 , yellow = 30"
3308,"red = 30 , green = 20 , purple = 20 , yellow = 40"
3309,"red = 30 , green = 20 , purple = 20 , yellow = 50"
3310,"red = 30 , green = 20 , purple = 30 , yellow = 10"
3311,"red = 30 , green = 20 , purple = 30 , yellow = 20"
3312,"red = 30 , green = 20 , purple = 30 , yellow = 30"
3313,"red = 30 , green = 20 , purple = 30 , yellow = 40"
3314,"red = 30 , green = 20 , purple = 30 , yellow = 50"
3315,"red = 30 , green = 20 , purple = 40 , yellow = 10"
3316,"red = 30 , green = 20 , purple = 40 , yellow = 20"
3317,"red = 30 , green = 20 , purple = 40 , yellow = 30"
3318,"red = 30 , green = 20 , purple = 40 , yellow = 40"
3319,"red = 30 , green = 20 , purple = 40 , yellow = 50"
3320,"red = 30 , green = 20 , purple = 50 , yellow = 10"
3321,"red = 30 , green = 20 , purple = 50 , yellow = 20"
3322,"red = 30 , green = 20 , purple = 50 , yellow = 30"
3323,"red = 30 , green = 20 , purple = 50 , yellow = 40"
3324,"red = 30 , green = 20 , purple = 50 , yellow = 50"
3325,"red = 30 , green = 30 , purple = 10 , yellow = 10"
3326,"red = 30 , green = 30 , purple = 10 , yellow = 20"
3327,"red = 30 , green = 30 , purple = 10 , yellow = 30"
3328,"red = 30 , green = 30 , purple = 10 , yellow = 40"
3329,"red = 30 , green = 30 , purple = 10 , yellow = 50"
3330,"red = 30 , green = 30 , purple = 20 , yellow = 10"
3331,"red = 30 , green = 30 , purple = 20 , yellow = 20"
3332,"red = 30 , green = 30 , purple = 20 , yellow = 30"
3333,"red = 30 , green = 30 , purple = 20 , yellow = 40"
3334,"red = 30 , green = 30 , purple = 20 , yellow = 50"
3335,"red = 30 , green = 30 , purple = 30 , yellow = 10"
3336,"red = 30 , green = 30 , purple = 30 , yellow = 20"
3337,"red = 30 , green = 30 , purple = 30 , yellow = 30"
3338,"red = 30 , green = 30 , purple = 30 , yellow = 40"
3339,"red = 30 , green = 30 , purple = 30 , yellow = 50"
3340,"red = 30 , green = 30 , purple = 40 , yellow = 10"
3341,"red = 30 , green = 30 , purple = 40 , yellow = 20"
3342,"red = 30 , green = 30 , purple = 40 , yellow = 30"
3343,"red = 30 , green = 30 , purple = 40 , yellow = 40"
3344,"red = 30 , green = 30 , purple = 40 , yellow = 50"
3345,"red = 30 , green = 30 , purple = 50 , yellow = 10"
3346,"red = 30 , green = 30 , purple = 50 , yellow = 20"
3347,"red = 30 , green = 30 , purple = 50 , yellow = 30"
3348,"red = 30 , green = 30 , purple = 50 , yellow = 40"
3349,"red = 30 , green = 30 , purple = 50 , yellow = 50"
3350,"red = 30 , green = 40 , purple = 10 , yellow = 10"
3351,"red = 30 , green = 40 , purple = 10 , yellow = 20"
3352,"red = 30 , green = 40 , purple = 10 , yellow = 30"
3353,"red = 30 , green = 40 , purple = 10 , yellow = 40"
3354,"red = 30 , green = 40 , purple = 10 , yellow = 50"
3355,"red = 30 , green = 40 , purple = 20 , yellow = 10"
3356,"red = 30 , green = 40 , purple = 20 , yellow = 20"
3357,"red = 30 , green = 40 , purple = 20 , yellow = 30"
3358,"red = 30 , green = 40 , purple = 20 , yellow = 40"
3359,"red = 30 , green = 40 , purple = 20 , yellow = 50"
3360,"red = 30 , green = 40 , purple = 30 , yellow = 10"
3361,"red = 30 , green = 40 , purple = 30 , yellow = 20"
3362,"red = 30 , green = 40 , purple = 30 , yellow = 30"
3363,"red = 30 , green = 40 , purple = 30 , yellow = 40"
3364,"red = 30 , green = 40 , purple = 30 , yellow = 50"
3365,"red = 30 , green = 40 , purple = 40 , yellow = 10"
3366,"red = 30 , green = 40 , purple = 40 , yellow = 20"
3367,"red = 30 , green = 40 , purple = 40 , yellow = 30"
3368,"red = 30 , green = 40 , purple = 40 , yellow = 40"
3369,"red = 30 , green = 40 , purple = 40 , yellow = 50"
3370,"red = 30 , green = 40 , purple = 50 , yellow = 10"
3371,"red = 30 , green = 40 , purple = 50 , yellow = 20"
3372,"red = 30 , green = 40 , purple = 50 , yellow = 30"
3373,"red = 30 , green = 40 , purple = 50 , yellow = 40"
3374,"red = 30 , green = 40 , purple = 50 , yellow = 50"
3375,"red = 30 , green = 50 , purple = 10 , yellow = 10"
3376,"red = 30 , green = 50 , purple = 10 , yellow = 20"
3377,"red = 30 , green = 50 , purple = 10 , yellow = 30"
3378,"red = 30 , green = 50 , purple = 10 , yellow = 40"
3379,"red = 30 , green = 50 , purple = 10 , yellow = 50"
3380,"red = 30 , green = 50 , purple = 20 , yellow = 10"
3381,"red = 30 , green = 50 , purple = 20 , yellow = 20"
3382,"red = 30 , green = 50 , purple = 20 , yellow = 30"
3383,"red = 30 , green = 50 , purple = 20 , yellow = 40"
3384,"red = 30 , green = 50 , purple = 20 , yellow = 50"
3385,"red = 30 , green = 50 , purple = 30 , yellow = 10"
3386,"red = 30 , green = 50 , purple = 30 , yellow = 20"
3387,"red = 30 , green = 50 , purple = 30 , yellow = 30"
3388,"red = 30 , green = 50 , purple = 30 , yellow = 40"
3389,"red = 30 , green = 50 , purple = 30 , yellow = 50"
3390,"red = 30 , green = 50 , purple = 40 , yellow = 10"
3391,"red = 30 , green = 50 , purple = 40 , yellow = 20"
3392,"red = 30 , green = 50 , purple = 40 , yellow = 30"
3393,"red = 30 , green = 50 , purple = 40 , yellow = 40"
3394,"red = 30 , green = 50 , purple = 40 , yellow = 50"
3395,"red = 30 , green = 50 , purple = 50 , yellow = 10"
3396,"red = 30 , green = 50 , purple = 50 , yellow = 20"
3397,"red = 30 , green = 50 , purple = 50 , yellow = 30"
3398,"red = 30 , green = 50 , purple = 50 , yellow = 40"
3399,"red = 30 , green = 50 , purple = 50 , yellow = 50"
3400,"red = 40 , blue = 10 , green = 10 , purple = 10"
3401,"red = 40 , blue = 10 , green = 10 , purple = 20"
3402,"red = 40 , blue = 10 , green = 10 , purple = 30"
3403,"red = 40 , blue = 10 , green = 10 , purple = 40"
3404,"red = 40 , blue = 10 , green = 10 , purple = 50"
3405,"red = 40 , blue = 10 , green = 10 , yellow = 10"
3406,"red = 40 , blue = 10 , green = 10 , yellow = 20"
3407,"red = 40 , blue = 10 , green = 10 , yellow = 30"
3408,"red = 40 , blue = 10 , green = 10 , yellow = 40"
3409,"red = 40 , blue = 10 , green = 10 , yellow = 50"
3410,"red = 40 , blue = 10 , green = 20 , purple = 10"
3411,"red = 40 , blue = 10 , green = 20 , purple = 20"
3412,"red = 40 , blue = 10 , green = 20 , purple = 30"
3413,"red = 40 , blue = 10 , green = 20 , purple = 40"
3414,"red = 40 , blue = 10 , green = 20 , purple = 50"
3415,"red = 40 , blue = 10 , green = 20 , yellow = 10"
3416,"red = 40 , blue = 10 , green = 20 , yellow = 20"
3417,"red = 40 , blue = 10 , green = 20 , yellow = 30"
3418,"red = 40 , blue = 10 , green = 20 , yellow = 40"
3419,"red = 40 , blue = 10 , green = 20 , yellow = 50"
3420,"red = 40 , blue = 10 , green = 30 , purple = 10"
3421,"red = 40 , blue = 10 , green = 30 , purple = 20"
3422,"red = 40 , blue = 10 , green = 30 , purple = 30"
3423,"red = 40 , blue = 10 , green = 30 , purple = 40"
3424,"red = 40 , blue = 10 , green = 30 , purple = 50"
3425,"red = 40 , blue = 10 , green = 30 , yellow = 10"
3426,"red = 40 , blue = 10 , green = 30 , yellow = 20"
3427,"red = 40 , blue = 10 , green = 30 , yellow = 30"
3428,"red = 40 , blue = 10 , green = 30 , yellow = 40"
3429,"red = 40 , blue = 10 , green = 30 , yellow = 50"
3430,"red = 40 , blue = 10 , green = 40 , purple = 10"
3431,"red = 40 , blue = 10 , green = 40 , purple = 20"
3432,"red = 40 , blue = 10 , green = 40 , purple = 30"
3433,"red = 40 , blue = 10 , green = 40 , purple = 40"
3434,"red = 40 , blue = 10 , green = 40 , purple = 50"
3435,"red = 40 , blue = 10 , green = 40 , yellow = 10"
3436,"red = 40 , blue = 10 , green = 40 , yellow = 20"
3437,"red = 40 , blue = 10 , green = 40 , yellow = 30"
3438,"red = 40 , blue = 10 , green = 40 , yellow = 40"
3439,"red = 40 , blue = 10 , green = 40 , yellow = 50"
3440,"red = 40 , blue = 10 , green = 50 , purple = 10"
3441,"red = 40 , blue = 10 , green = 50 , purple = 20"
3442,"red = 40 , blue = 10 , green = 50 , purple = 30"
3443,"red = 40 , blue = 10 , green = 50 , purple = 40"
3444,"red = 40 , blue = 10 , green = 50 , purple = 50"
3445,"red = 40 , blue = 10 , green = 50 , yellow = 10"
3446,"red = 40 , blue = 10 , green = 50 , yellow = 20"
3447,"red = 40 , blue = 10 , green = 50 , yellow = 30"
3448,"red = 40 , blue = 10 , green = 50 , yellow = 40"
3449,"red = 40 , blue = 10 , green = 50 , yellow = 50"
3450,"red = 40 , blue = 10 , purple = 10 , yellow = 10"
3451,"red = 40 , blue = 10 , purple = 10 , yellow = 20"
3452,"red = 40 , blue = 10 , purple = 10 , yellow = 30"
3453,"red = 40 , blue = 10 , purple = 10 , yellow = 40"
3454,"red = 40 , blue = 10 , purple = 10 , yellow = 50"
3455,"red = 40 , blue = 10 , purple = 20 , yellow = 10"
3456,"red = 40 , blue = 10 , purple = 20 , yellow = 20"
3457,"red = 40 , blue = 10 , purple = 20 , yellow = 30"
3458,"red = 40 , blue = 10 , purple = 20 , yellow = 40"
3459,"red = 40 , blue = 10 , purple = 20 , yellow = 50"
3460,"red = 40 , blue = 10 , purple = 30 , yellow = 10"
3461,"red = 40 , blue = 10 , purple = 30 , yellow = 20"
3462,"red = 40 , blue = 10 , purple = 30 , yellow = 30"
3463,"red = 40 , blue = 10 , purple = 30 , yellow = 40"
3464,"red = 40 , blue = 10 , purple = 30 , yellow = 50"
3465,"red = 40 , blue = 10 , purple = 40 , yellow = 10"
3466,"red = 40 , blue = 10 , purple = 40 , yellow = 20"
3467,"red = 40 , blue = 10 , purple = 40 , yellow = 30"
3468,"red = 40 , blue = 10 , purple = 40 , yellow = 40"
3469,"red = 40 , blue = 10 , purple = 40 , yellow = 50"
3470,"red = 40 , blue = 10 , purple = 50 , yellow = 10"
3471,"red = 40 , blue = 10 , purple = 50 , yellow = 20"
3472,"red = 40 , blue = 10 , purple = 50 , yellow = 30"
3473,"red = 40 , blue = 10 , purple = 50 , yellow = 40"
3474,"red = 40 , blue = 10 , purple = 50 , yellow = 50"
3475,"red = 40 , blue = 20 , green = 10 , purple = 10"
3476,"red = 40 , blue = 20 , green = 10 , purple = 20"
3477,"red = 40 , blue = 20 , green = 10 , purple = 30"
3478,"red = 40 , blue = 20 , green = 10 , purple = 40"
3479,"red = 40 , blue = 20 , green = 10 , purple = 50"
3480,"red = 40 , blue = 20 , green = 10 , yellow = 10"
3481,"red = 40 , blue = 20 , green = 10 , yellow = 20"
3482,"red = 40 , blue = 20 , green = 10 , yellow = 30"
3483,"red = 40 , blue = 20 , green = 10 , yellow = 40"
3484,"red = 40 , blue = 20 , green = 10 , yellow = 50"
3485,"red = 40 , blue = 20 , green = 20 , purple = 10"
3486,"red = 40 , blue = 20 , green = 20 , purple = 20"
3487,"red = 40 , blue = 20 , green = 20 , purple = 30"
3488,"red = 40 , blue = 20 , green = 20 , purple = 40"
3489,"red = 40 , blue = 20 , green = 20 , purple = 50"
3490,"red = 40 , blue = 20 , green = 20 , yellow = 10"
3491,"red = 40 , blue = 20 , green = 20 , yellow = 20"
3492,"red = 40 , blue = 20 , green = 20 , yellow = 30"
3493,"red = 40 , blue = 20 , green = 20 , yellow = 40"
3494,"red = 40 , blue = 20 , green = 20 , yellow = 50"
3495,"red = 40 , blue = 20 , green = 30 , purple = 10"
3496,"red = 40 , blue = 20 , green = 30 , purple = 20"
3497,"red = 40 , blue = 20 , green = 30 , purple = 30"
3498,"red = 40 , blue = 20 , green = 30 , purple = 40"
3499,"red = 40 , blue = 20 , green = 30 , purple = 50"
3500,"red = 40 , blue = 20 , green = 30 , yellow = 10"
3501,"red = 40 , blue = 20 , green = 30 , yellow = 20"
3502,"red = 40 , blue = 20 , green = 30 , yellow = 30"
3503,"red = 40 , blue = 20 , green = 30 , yellow = 40"
3504,"red = 40 , blue = 20 , green = 30 , yellow = 50"
3505,"red = 40 , blue = 20 , green = 40 , purple = 10"
3506,"red = 40 , blue = 20 , green = 40 , purple = 20"
3507,"red = 40 , blue = 20 , green = 40 , purple = 30"
3508,"red = 40 , blue = 20 , green = 40 , purple = 40"
3509,"red = 40 , blue = 20 , green = 40 , purple = 50"
3510,"red = 40 , blue = 20 , green = 40 , yellow = 10"
3511,"red = 40 , blue = 20 , green = 40 , yellow = 20"
3512,"red = 40 , blue = 20 , green = 40 , yellow = 30"
3513,"red = 40 , blue = 20 , green = 40 , yellow = 40"
3514,"red = 40 , blue = 20 , green = 40 , yellow = 50"
3515,"red = 40 , blue = 20 , green = 50 , purple = 10"
3516,"red = 40 , blue = 20 , green = 50 , purple = 20"
3517,"red = 40 , blue = 20 , green = 50 , purple = 30"
3518,"red = 40 , blue = 20 , green = 50 , purple = 40"
3519,"red = 40 , blue = 20 , green = 50 , purple = 50"
3520,"red = 40 , blue = 20 , green = 50 , yellow = 10"
3521,"red = 40 , blue = 20 , green = 50 , yellow = 20"
3522,"red = 40 , blue = 20 , green = 50 , yellow = 30"
3523,"red = 40 , blue = 20 , green = 50 , yellow = 40"
3524,"red = 40 , blue = 20 , green = 50 , yellow = 50"
3525,"red = 40 , blue = 20 , purple = 10 , yellow = 10"
3526,"red = 40 , blue = 20 , purple = 10 , yellow = 20"
3527,"red = 40 , blue = 20 , purple = 10 , yellow = 30"
3528,"red = 40 , blue = 20 , purple = 10 , yellow = 40"
3529,"red = 40 , blue = 20 , purple = 10 , yellow = 50"
3530,"red = 40 , blue = 20 , purple = 20 , yellow = 10"
3531,"red = 40 , blue = 20 , purple = 20 , yellow = 20"
3532,"red = 40 , blue = 20 , purple = 20 , yellow = 30"
3533,"red = 40 , blue = 20 , purple = 20 , yellow = 40"
3534,"red = 40 , blue = 20 , purple = 20 , yellow = 50"
3535,"red = 40 , blue = 20 , purple = 30 , yellow = 10"
3536,"red = 40 , blue = 20 , purple = 30 , yellow = 20"
3537,"red = 40 , blue = 20 , purple = 30 , yellow = 30"
3538,"red = 40 , blue = 20 , purple = 30 , yellow = 40"
3539,"red = 40 , blue = 20 , purple = 30 , yellow = 50"
3540,"red = 40 , blue = 20 , purple = 40 , yellow = 10"
3541,"red = 40 , blue = 20 , purple = 40 , yellow = 20"
3542,"red = 40 , blue = 20 , purple = 40 , yellow = 30"
3543,"red = 40 , blue = 20 , purple = 40 , yellow = 40"
3544,"red = 40 , blue = 20 , purple = 40 , yellow = 50"
3545,"red = 40 , blue = 20 , purple = 50 , yellow = 10"
3546,"red = 40 , blue = 20 , purple = 50 , yellow = 20"
3547,"red = 40 , blue = 20 , purple = 50 , yellow = 30"
3548,"red = 40 , blue = 20 , purple = 50 , yellow = 40"
3549,"red = 40 , blue = 20 , purple = 50 , yellow = 50"
3550,"red = 40 , blue = 30 , green = 10 , purple = 10"
3551,"red = 40 , blue = 30 , green = 10 , purple = 20"
3552,"red = 40 , blue = 30 , green = 10 , purple = 30"
3553,"red = 40 , blue = 30 , green = 10 , purple = 40"
3554,"red = 40 , blue = 30 , green = 10 , purple = 50"
3555,"red = 40 , blue = 30 , green = 10 , yellow = 10"
3556,"red = 40 , blue = 30 , green = 10 , yellow = 20"
3557,"red = 40 , blue = 30 , green = 10 , yellow = 30"
3558,"red = 40 , blue = 30 , green = 10 , yellow = 40"
3559,"red = 40 , blue = 30 , green = 10 , yellow = 50"
3560,"red = 40 , blue = 30 , green = 20 , purple = 10"
3561,"red = 40 , blue = 30 , green = 20 , purple = 20"
3562,"red = 40 , blue = 30 , green = 20 , purple = 30"
3563,"red = 40 , blue = 30 , green = 20 , purple = 40"
3564,"red = 40 , blue = 30 , green = 20 , purple = 50"
3565,"red = 40 , blue = 30 , green = 20 , yellow = 10"
3566,"red = 40 , blue = 30 , green = 20 , yellow = 20"
3567,"red = 40 , blue = 30 , green = 20 , yellow = 30"
3568,"red = 40 , blue = 30 , green = 20 , yellow = 40"
3569,"red = 40 , blue = 30 , green = 20 , yellow = 50"
3570,"red = 40 , blue = 30 , green = 30 , purple = 10"
3571,"red = 40 , blue = 30 , green = 30 , purple = 20"
3572,"red = 40 , blue = 30 , green = 30 , purple = 30"
3573,"red = 40 , blue = 30 , green = 30 , purple = 40"
3574,"red = 40 , blue = 30 , green = 30 , purple = 50"
3575,"red = 40 , blue = 30 , green = 30 , yellow = 10"
3576,"red = 40 , blue = 30 , green = 30 , yellow = 20"
3577,"red = 40 , blue = 30 , green = 30 , yellow = 30"
3578,"red = 40 , blue = 30 , green = 30 , yellow = 40"
3579,"red = 40 , blue = 30 , green = 30 , yellow = 50"
3580,"red = 40 , blue = 30 , green = 40 , purple = 10"
3581,"red = 40 , blue = 30 , green = 40 , purple = 20"
3582,"red = 40 , blue = 30 , green = 40 , purple = 30"
3583,"red = 40 , blue = 30 , green = 40 , purple = 40"
3584,"red = 40 , blue = 30 , green = 40 , purple = 50"
3585,"red = 40 , blue = 30 , green = 40 , yellow = 10"
3586,"red = 40 , blue = 30 , green = 40 , yellow = 20"
3587,"red = 40 , blue = 30 , green = 40 , yellow = 30"
3588,"red = 40 , blue = 30 , green = 40 , yellow = 40"
3589,"red = 40 , blue = 30 , green = 40 , yellow = 50"
3590,"red = 40 , blue = 30 , green = 50 , purple = 10"
3591,"red = 40 , blue = 30 , green = 50 , purple = 20"
3592,"red = 40 , blue = 30 , green = 50 , purple = 30"
3593,"red = 40 , blue = 30 , green = 50 , purple = 40"
3594,"red = 40 , blue = 30 , green = 50 , purple = 50"
3595,"red = 40 , blue = 30 , green = 50 , yellow = 10"
3596,"red = 40 , blue = 30 , green = 50 , yellow = 20"
3597,"red = 40 , blue = 30 , green = 50 , yellow = 30"
3598,"red = 40 , blue = 30 , green = 50 , yellow = 40"
3599,"red = 40 , blue = 30 , green = 50 , yellow = 50"
3600,"red = 40 , blue = 30 , purple = 10 , yellow = 10"
3601,"red = 40 , blue = 30 , purple = 10 , yellow = 20"
3602,"red = 40 , blue = 30 , purple = 10 , yellow = 30"
3603,"red = 40 , blue = 30 , purple = 10 , yellow = 40"
3604,"red = 40 , blue = 30 , purple = 10 , yellow = 50"
3605,"red = 40 , blue = 30 , purple = 20 , yellow = 10"
3606,"red = 40 , blue = 30 , purple = 20 , yellow = 20"
3607,"red = 40 , blue = 30 , purple = 20 , yellow = 30"
3608,"red = 40 , blue = 30 , purple = 20 , yellow = 40"
3609,"red = 40 , blue = 30 , purple = 20 , yellow = 50"
3610,"red = 40 , blue = 30 , purple = 30 , yellow = 10"
3611,"red = 40 , blue = 30 , purple = 30 , yellow = 20"
3612,"red = 40 , blue = 30 , purple = 30 , yellow = 30"
3613,"red = 40 , blue = 30 , purple = 30 , yellow = 40"
3614,"red = 40 , blue = 30 , purple = 30 , yellow = 50"
3615,"red = 40 , blue = 30 , purple = 40 , yellow = 10"
3616,"red = 40 , blue = 30 , purple = 40 , yellow = 20"
3617,"red = 40 , blue = 30 , purple = 40 , yellow = 30"
3618,"red = 40 , blue = 30 , purple = 40 , yellow = 40"
3619,"red = 40 , blue = 30 , purple = 40 , yellow = 50"
3620,"red = 40 , blue = 30 , purple = 50 , yellow = 10"
3621,"red = 40 , blue = 30 , purple = 50 , yellow = 20"
3622,"red = 40 , blue = 30 , purple = 50 , yellow = 30"
3623,"red = 40 , blue = 30 , purple = 50 , yellow = 40"
3624,"red = 40 , blue = 30 , purple = 50 , yellow = 50"
3625,"red = 40 , blue = 40 , green = 10 , purple = 10"
3626,"red = 40 , blue = 40 , green = 10 , purple = 20"
3627,"red = 40 , blue = 40 , green = 10 , purple = 30"
3628,"red = 40 , blue = 40 , green = 10 , purple = 40"
3629,"red = 40 , blue = 40 , green = 10 , purple = 50"
3630,"red = 40 , blue = 40 , green = 10 , yellow = 10"
3631,"red = 40 , blue = 40 , green = 10 , yellow = 20"
3632,"red = 40 , blue = 40 , green = 10 , yellow = 30"
3633,"red = 40 , blue = 40 , green = 10 , yellow = 40"
3634,"red = 40 , blue = 40 , green = 10 , yellow = 50"
3635,"red = 40 , blue = 40 , green = 20 , purple = 10"
3636,"red = 40 , blue = 40 , green = 20 , purple = 20"
3637,"red = 40 , blue = 40 , green = 20 , purple = 30"
3638,"red = 40 , blue = 40 , green = 20 , purple = 40"
3639,"red = 40 , blue = 40 , green = 20 , purple = 50"
3640,"red = 40 , blue = 40 , green = 20 , yellow = 10"
3641,"red = 40 , blue = 40 , green = 20 , yellow = 20"
3642,"red = 40 , blue = 40 , green = 20 , yellow = 30"
3643,"red = 40 , blue = 40 , green = 20 , yellow = 40"
3644,"red = 40 , blue = 40 , green = 20 , yellow = 50"
3645,"red = 40 , blue = 40 , green = 30 , purple = 10"
3646,"red = 40 , blue = 40 , green = 30 , purple = 20"
3647,"red = 40 , blue = 40 , green = 30 , purple = 30"
3648,"red = 40 , blue = 40 , green = 30 , purple = 40"
